dyn_seed,init_id,condition,final_loss,final_theta_dist,converged,conv_step
8,12,raw,1.759921093406891e-12,1.6223415514105e-05,1,236
8,13,raw,1.0749553212008323e-06,0.1465083360671997,0,500
8,14,raw,6.63251103105722e-06,0.03246745094656944,1,465
8,15,raw,6.672248531458536e-08,0.003229816211387515,1,346
8,16,raw,8.525596967956517e-06,0.03816448897123337,1,478
8,17,raw,1.7342574210488237e-05,0.17418257892131805,0,500
8,18,raw,3.417030939090182e-06,0.02326003834605217,1,442
8,19,raw,0.0,0.0,1,6
8,0,smooth,0.009398051537573338,0.47132742404937744,0,500
8,1,smooth,0.00946829468011856,0.23490680754184723,0,500
8,2,smooth,0.009398623369634151,0.46093472838401794,0,500
8,3,smooth,0.009398051537573338,0.47132083773612976,0,500
8,4,smooth,0.009398051537573338,0.4711979925632477,0,500
8,5,smooth,0.00939816515892744,0.4639793932437897,0,500
8,6,smooth,0.00955945160239935,0.23730818927288055,0,500
8,7,smooth,0.009398951195180416,0.4581507742404938,0,500
8,8,smooth,0.009398051537573338,0.4713369905948639,0,500
8,9,smooth,0.009420156478881836,0.3819880783557892,0,500
8,10,smooth,0.009398051537573338,0.47133713960647583,0,500
8,11,smooth,0.009398059919476509,0.4699975252151489,0,500
8,12,smooth,0.009398053400218487,0.4706750512123108,0,500
8,13,smooth,0.009399013593792915,0.3175269067287445,0,500
8,14,smooth,0.009412034414708614,0.41638946533203125,0,500
8,15,smooth,0.009398671798408031,0.4605714678764343,0,500
8,16,smooth,0.009414838626980782,0.3843282461166382,0,500
8,17,smooth,0.009425809606909752,0.2037580907344818,0,500
8,18,smooth,0.009406750090420246,0.4327887296676636,0,500
8,19,smooth,0.009398051537573338,0.4713369607925415,0,500
9,0,raw,8.396001484388491e-15,1.430511474609375e-06,1,165
9,1,raw,3.866693441523239e-05,0.11172960698604584,0,500
9,2,raw,3.7005520425736904e-08,0.002963692881166935,1,344
9,3,raw,2.918836784480982e-15,8.860867524163041e-07,1,171
9,4,raw,2.3362269828105034e-16,2.1490760104825313e-07,1,202
9,5,raw,2.517461350493022e-09,0.0007709714700467885,1,306
9,6,raw,0.00011322778300382197,0.16986234486103058,0,500
9,7,raw,7.560269921214058e-08,0.004241304937750101,1,357
9,8,raw,0.0,0.0,1,18
9,9,raw,8.193250323529355e-06,0.044760994613170624,1,490
9,10,raw,3.0912669242115154e-17,3.5762786865234375e-07,1,89
9,11,raw,2.4497064099460175e-11,7.516382174799219e-05,1,257
9,12,raw,9.796948408774542e-13,1.4910813661117572e-05,1,236
9,13,raw,1.749681132423575e-06,0.15274816751480103,0,500
9,14,raw,4.351348252384923e-06,0.032390184700489044,1,465
9,15,raw,4.2050846360552896e-08,0.0031599849462509155,1,346
9,16,raw,5.599743417405989e-06,0.0373234748840332,1,476
9,17,raw,1.2043432434438728e-05,0.1514444798231125,0,500
9,18,raw,2.230990503448993e-06,0.023166753351688385,1,442
9,19,raw,0.0,0.0,1,6
9,0,smooth,0.009246745146811008,0.6332839131355286,0,500
9,1,smooth,0.009298526681959629,0.36478105187416077,0,500
9,2,smooth,0.00924763549119234,0.610590934753418,0,500
9,3,smooth,0.009246745146811008,0.6332247853279114,0,500
9,4,smooth,0.009246747009456158,0.6325536370277405,0,500
9,5,smooth,0.009246989153325558,0.6196034550666809,0,500
9,6,smooth,0.009354385547339916,0.3405304551124573,0,500
9,7,smooth,0.009248031303286552,0.60625159740448,0,500
9,8,smooth,0.009246745146811008,0.6334564089775085,0,500
9,9,smooth,0.009265635162591934,0.5118085145950317,0,500
9,10,smooth,0.009246745146811008,0.6334559321403503,0,500
9,11,smooth,0.009246780537068844,0.6287888288497925,0,500
9,12,smooth,0.009246757254004478,0.6308046579360962,0,500
9,13,smooth,0.009248489513993263,0.4965870678424835,0,500
9,14,smooth,0.009259497746825218,0.5470994114875793,0,500
9,15,smooth,0.009247695095837116,0.6097375750541687,0,500
9,16,smooth,0.009261651895940304,0.5181146860122681,0,500
9,17,smooth,0.009270403534173965,0.35242363810539246,0,500
9,18,smooth,0.009255259297788143,0.564731776714325,0,500
9,19,smooth,0.009246745146811008,0.6334565281867981,0,500
